bangumiId,kind,lang,title,content
1406,primary,ja-JP,厨病激発ボーイ,"""厨病激発ボーイ"" は同名漫画をアニメ化。厨二病の少年の日常。コメディと日常、ツッコミが特徴で、少年の厨二病行動がコメディに満ちている。"
1407,primary,ja-JP,ラディアン,"""ラディアン"" 第2期は第1期の続編。少年セトの冒険が続く。今作はセトが魔法の世界で新たな挑戦に臨む。ファンタジーと冒険、熱さが特徴で、華麗なバトルシーン。"
1408,primary,ja-JP,魔入りました! 入間くん,"""魔入りました! 入間くん"" は同名漫画をアニメ化。優しい少年・入間の悪魔学校での日常。コメディと日常、魔界が特徴で、入間の優しさと魔界の対比がコメディに満ちている。"
1409,primary,ja-JP,アイカツオンパレード!,"""アイカツオンパレード!"" はアイカツシリーズのアニメ。少女たちのアイドル生活が続く。今作は少女たちが新たなステージで活動する。華やかなステージ演出とファッションコーディネート、夢追う少女たちが特徴。"
1410,primary,ja-JP,歌舞伎町シャーロック,"""歌舞伎町シャーロック"" は歌舞伎町でのシャーロックの推理を描くオリジナルアニメ。今作は新宿歌舞伎町を舞台に、シャーロックとパートナーたちが様々な事件を解決する。推理とサスペンス、群像劇が特徴。"
1411,primary,ja-JP,アズールレーン THE ANIMATION,"""アズールレーン THE ANIMATION"" は同名ゲームをアニメ化。艦船少女たちの戦い。今作はセイレーンの脅威を巡る作品。艦船少女とバトル、群像劇が特徴で、華麗なバトルシーン。"
1412,primary,ja-JP,ファンタシースターオンライン2 エピソード・オラクル,"""ファンタシースターオンライン2 エピソード・オラクル"" はファンタシースターシリーズのアニメ。冒険者たちの物語。今作はオラクルと世界の危機を巡る作品。冒険とバトル、群像劇が特徴で、華麗なバトルシーン。"
1413,primary,ja-JP,BEASTARS,"""BEASTARS"" は同名漫画をアニメ化。肉食動物と草食動物が共存する世界で、オオカミのレゴシの物語。群像劇と青春、深みが特徴で、欲望と社会のテーマを探求。"
1414,primary,ja-JP,七つの大罪 神々の逆鱗,"""七つの大罪 神々の逆鱗"" はシリーズの続編。メリオダスと罪人たちの戦いが続く。今作は神々の脅威とメリオダスの過去を巡る作品。ファンタジー冒険と熱いバトル、仲間との絆が特徴。"
1415,primary,ja-JP,神田川JET GIRLS,"""神田川JET GIRLS"" は同名ゲームをアニメ化。神田川での少女たちのレースバトル。競技と日常、群像劇が特徴で、明るい雰囲気。"
1416,primary,ja-JP,真・中華一番!,"""真・中華一番!"" は『中華一番!』のリメイク。少年料理人・劉昴星の料理の旅。今作は昴星の料理勝負を新たに描き直す。食と熱さ、競技が特徴で、食欲をそそる料理描写。"
1417,primary,ja-JP,STAND MY HEROES PIECE OF TRUTH,"""STAND MY HEROES PIECE OF TRUTH"" は同名ゲームをアニメ化。麻薬取締官の少年たちの物語。警察と日常、群像劇が特徴で、独特の雰囲気。"
1418,primary,ja-JP,ちはやふる,"""ちはやふる"" 第3期はシリーズの続編。綾瀬千早のかるた競技が続く。今作は千早とかるた部の部員たちが試合で新たな挑戦に臨む。競技と青春、熱さが特徴で、緊迫したかるたの試合。"
1419,primary,ja-JP,天华百剑 ～欢迎来到铭治馆！～,これは刀剣を擬人化した少女たちの日常を描く短編アニメ。擬人化と日常、癒しが特徴で、可愛い作画と短いエピソード。
1420,primary,ja-JP,NULL & PETA,"""NULL & PETA"" は少女とロボットの姉の日常を描く短編アニメ。日常と癒し、コメディが特徴で、可愛い作画と短いエピソード。"
1421,primary,ja-JP,ノー・ガンズ・ライフ,"""ノー・ガンズ・ライフ"" は同名漫画をアニメ化。頭部が銃の男・乾十三の街での戦い。SFとバトル、群像劇が特徴で、冷たい雰囲気。"
1422,primary,ja-JP,星合の空,"""星合の空"" は少年たちの物語を描くオリジナルアニメ。ソフトテニス部の少年たちを中心に青春と家族の物語が展開。スポーツと青春、群像劇が特徴で、繊細な雰囲気。"
1423,primary,ja-JP,僕のヒーローアカデミア,"""僕のヒーローアカデミア"" 第4期はシリーズの続編。緑谷出久のヒーローの道が続く。今作は地下組織とオーバーホールとの戦いを巡り、出久の成長が新たな試練を迎える。ヒーローと熱さ、成長が特徴。"
1424,primary,ja-JP,銀河英雄伝説 Die Neue These 星乱,"""銀河英雄伝説 Die Neue These 星乱"" 第1章は『銀河英雄伝説』の映画。ラインハルトとヤン・ウェンリーの対決が続く。今作は星の乱れを巡る作品。スペースオペラと戦略、群像劇が特徴で、高品質な制作。"
1425,primary,ja-JP,バナにゃん,"""バナにゃん"" はバナナの皮に隠れた猫の日常を描く短編アニメ。今作はバナナネコが新たなパートナーに出会う。可愛いペットと日常、癒しが特徴で、柔らかく可愛い作画。"
1426,primary,ja-JP,路西法 结婚游戏,これはルシファーの恋愛物語を描く短編アニメ。ファンタジーと恋愛、日常が特徴で、洗練された作画と静かな雰囲気。
1427,primary,ja-JP,ブラックフォックス,"""ブラックフォックス"" はくノ一の少女の戦いを描く映画アニメ。今作はブラックフォックスの継承を巡る作品。忍者とバトル、熱さが特徴で、華麗なバトルシーン。"
1428,primary,ja-JP,フェアリーゴーン2,"""フェアリーゴーン2"" は第1期の続編。マリヤの戦いが続く。今作は妖精戦争のその後を巡る作品。バトルと群像劇、ファンタジーが特徴で、華麗なバトルシーン。"
1429,primary,ja-JP,PSYCHO-PASS サイコパス 3,"""PSYCHO-PASS サイコパス 3"" はシリーズの続編。監視官と執行官の物語が続く。今作は新主人公たちがシビュラシステムで事件を捜査する。SFとサスペンス、群像劇が特徴で、重厚な雰囲気。"
1430,primary,ja-JP,XL上司。,これはOLと上司の恋愛を描く短編アダルト向けアニメ。恋愛とアダルト、日常が特徴で、アンニュイな雰囲気と緊張感ある掛け合い。
1431,primary,ja-JP,この音とまれ!,"""この音とまれ!"" 第2期は第1期の続編。倉田武蔵の箏の物語が続く。今作は武蔵が箏曲部で新たな挑戦に臨む。箏と青春、群像劇が特徴で、美しい箏の演奏シーン。"
1432,primary,ja-JP,無限の住人 -IMMORTAL-,"""無限の住人 -IMMORTAL-"" は沙村広明の同名漫画をアニメ化。不死身の剣士・万次と少女・凜の復讐の旅。時代劇とバトル、ダークさが特徴で、重厚な雰囲気。"
1433,primary,ja-JP,スーパーシロ,"""スーパーシロ"" は『クレヨンしんちゃん』のスピンオフアニメ。シロのヒーロー冒険。今作はシロがスーパーヒーローとして春日部を守る。コメディと冒険、ペットが特徴で、楽しい雰囲気。"
1434,primary,ja-JP,少女☆寸劇 オールスタァライト,"""少女☆寸劇 オールスタァライト"" は『レヴュースタァライト』の短編アニメ。舞台少女たちのQ版日常。音楽とコメディ、日常が特徴で、可愛い作画と短いエピソード。"
1435,primary,ja-JP,ファフナー THE BEYOND,"""ファフナー THE BEYOND"" はシリーズの続編。ファフナーの戦いが続く。今作は新たな敵とパイロットたちの運命を巡る作品。メカバトルと悲劇の戦争、生と死の深い探求で知られる。"
1436,primary,ja-JP,ゆるゆり,"""ゆるゆり"" はゆるゆりシリーズのアニメ。七森中学校・ごらく部の少女たちの日常。今作は軽妙な日常に焦点を当てた作品。百合と日常、コメディが特徴で、少女たちの掛け合いがモエと笑いに満ちている。"
1437,primary,ja-JP,ぼくたちは勉強ができない OVA,"""ぼくたちは勉強ができない OVA"" は『ぼくたちは勉強ができない』のOVA。成幸と天才少女たちの恋愛サイドストーリー。今作は軽妙な日常に焦点を当てた作品。恋愛と学園、コメディが特徴で、明るい雰囲気。"
1438,primary,ja-JP,ペルソナ5 ジ・アニメーション Stars and Ours,"""ペルソナ5 ジ・アニメーション Stars and Ours"" は『ペルソナ5』のスペシャルアニメ。怪盗団の物語。今作は怪盗団の活動を巡る作品。ペルソナバトルと青春、群像劇が特徴で、独特のスタイル。"
1439,primary,ja-JP,ポケットモンスター,"""ポケットモンスター"" はポケモンアニメーションシリーズ。サトシとピカチュウの新たな冒険。今作はサトシがガラル地方を旅し、新しいパートナーと出会う。冒険とバトル、絆が特徴で、華麗なバトルシーン。"
1440,primary,ja-JP,一脸嫌弃表情的妹子给你看胖次2,これは第1期の続編。嫌そうな顔でパンツを見せるシーン。サービスと日常、コメディが特徴で、短いエピソード。
1441,primary,ja-JP,ANOTHER WORLD,"""ANOTHER WORLD"" は『ハロー・ワールド』のスピンオフアニメ。もう一つの世界の物語を描く。今作は反転の物語を巡る作品。SFと恋愛、群像劇が特徴で、独特の雰囲気。"
1442,primary,ja-JP,普罗米亚 前日谭,これは『プロメア』の前日譚アニメ。消防隊の物語を描く。今作は前日譚のプロットを巡る作品。メカバトルと熱さ、群像劇が特徴で、独特の作画と華麗なバトルシーン。
1443,primary,ja-JP,无节操☆Bitch社,これは男子高校生の破廉恥な日常を描く短編アニメ。BLとコメディ、日常が特徴で、短いエピソードと明るい雰囲気。
1444,primary,ja-JP,ガンダムビルドダイバーズRe:RISE,"""ガンダムビルドダイバーズRe:RISE"" はシリーズの続編。ガンプラバトルの物語が続く。今作は新たな少年たちがモデルバトルの世界で成長する。ガンプラとバトル、熱さが特徴で、華麗なバトルシーン。"
1445,primary,ja-JP,RWBY,"""RWBY"" 第7巻はRWBYシリーズの第7シーズン。少女たちの戦いが続く。今作は新たな章を巡る作品。バトルと群像劇、ファンタジーが特徴で、華麗なアクションシーン。"
1446,primary,ja-JP,RWBY,"""RWBY"" 第4巻はRWBYシリーズの第4シーズン。少女たちの戦いが続く。今作は新たな章を巡る作品。バトルと群像劇、ファンタジーが特徴で、華麗なアクションシーン。"
1447,primary,ja-JP,RWBY Chibi,"""RWBY Chibi"" はRWBYのQ版短編アニメ。キャラクターたちの可笑しな日常。コメディと日常、群像劇が特徴で、可愛い作画と短いエピソード。"
1448,primary,ja-JP,へやキャン△,"""へやキャン△"" は『ゆるキャン△』の短編アニメ。少女たちのインドアキャンプ日常。今作は軽妙な日常に焦点を当てた作品。キャンプと日常、癒しが特徴で、爽やかな画風と温かい雰囲気。"
1449,primary,ja-JP,きみと、波にのれたら,"""きみと、波にのれたら"" は湯浅政明の映画アニメ。少年・港と少女・ひなこの恋愛を描く。ひなこは港の死後も彼と共に過ごす。恋愛とファンタジー、涙が特徴で、想像力豊かな映像。"
1450,primary,ja-JP,劇場版ポケットモンスター ミュウツーの逆襲 EVOLUTION,"""劇場版ポケットモンスター ミュウツーの逆襲 EVOLUTION"" は『ミュウツーの逆襲』のリメイク映画。ミュウツーの物語。今作はミュウツーの誕生と人間との確執を巡る作品。冒険とバトル、絆が特徴で、華麗なバトルシーン。"
1451,primary,ja-JP,うたの☆プリンスさまっ♪ マジLOVEキングダム,"""うたの☆プリンスさまっ♪ マジLOVEキングダム"" は『うたの☆プリンスさまっ♪』の映画。七海春歌とアイドルたちの物語。今作は春歌と六人のアイドルが音楽の道で新たな挑戦に臨む。音楽と恋愛、アイドルが特徴。"
1452,primary,ja-JP,劇場版 ストライクウィッチーズ 501部隊発進しますっ!,"""劇場版 ストライクウィッチーズ 501部隊発進しますっ!"" はストライクウィッチーズシリーズの映画。第501統合戦闘航空団の日常。今作は軽妙な日常に焦点を当てた作品。バトルと日常、コメディが特徴で、可愛い作画と明るい雰囲気。"
1453,primary,ja-JP,海獣の子供,"""海獣の子供"" は五十嵐大介の漫画をアニメ化。少女・ルカと海獣の少年たちの物語。自然とファンタジー、哲学が特徴で、極限まで美しい映像。"
1454,primary,ja-JP,プロメア,"""プロメア"" は消防隊とバーニッシュの戦いを描く映画アニメ。今作はバーニッシュと消防隊の対決を巡る作品。メカバトルと熱さ、群像劇が特徴で、独特の作画と華麗なバトルシーン。"
1455,primary,ja-JP,響け! ユーフォニアム 誓いのフィナーレ,"""響け! ユーフォニアム 誓いのフィナーレ"" は『響け! ユーフォニアム』の映画。北宇治高校吹奏楽部の新章。今作は久美子と部員たちが新たな合奏コンクールで成長する。音楽と青春、群像劇が特徴。"
1456,primary,ja-JP,ガールズ&パンツァー 最終章,"""ガールズ&パンツァー 最終章"" 第2話は最終章の続き。少女たちの戦車戦が続く。今作は大洗女子学園が新たな相手に立ち向かう。戦車と熱さ、群像劇が特徴で、華麗で圧巻のバトルシーン。"
1457,primary,ja-JP,ONE PIECE STAMPEDE,"""ONE PIECE STAMPEDE"" は『ONE PIECE』の映画。ルフィたちとオールスターの祭典。今作はスタンピードの大イベントを巡る作品。麦わらの一味と多くのキャラクターが集結。冒険と熱さ、仲間との絆が特徴。"
1458,primary,ja-JP,この素晴らしい世界に祝福を! 紅伝説,"""この素晴らしい世界に祝福を! 紅伝説"" は『この素晴らしい世界に祝福を!』の映画。カズマとパーティーの冒険。今作は紅魔族とめぐみんの故郷を巡る作品。異世界とコメディ、熱さが特徴で、カズマとパーティーの奇妙なコンビネーションが笑いを誘う。"
1459,primary,ja-JP,恋と呼ぶには気持ち悪い,"""恋と呼ぶには気持ち悪い"" は同名漫画をアニメ化。OL・有馬一花と高校生・天草亮の関係。恋愛とコメディ、日常が特徴で、亮のストレートな告白と一花のツッコミがコメディに満ちている。"
1460,primary,ja-JP,Overflow,これは大学生と幼馴染の恋愛を描く短編アダルト向けアニメ。恋愛とアダルト、日常が特徴で、アンニュイな雰囲気と緊張感ある掛け合い。
1461,primary,ja-JP,恋する小惑星,"""恋する小惑星"" は同名漫画をアニメ化。天文部と地学クラブの少女たちの物語。天文と日常、群像劇が特徴で、可愛い作画と明るい雰囲気。"
1462,primary,ja-JP,ダーウィンズゲーム,"""ダーウィンズゲーム"" は同名漫画をアニメ化。少年・須藤要がダーウィンズゲームの生死をかけた戦いに巻き込まれる。生存とバトル、群像劇が特徴で、緊迫した雰囲気。"
1463,primary,ja-JP,マギアレコード 魔法少女まどか☆マギカ外伝,"""マギアレコード 魔法少女まどか☆マギカ外伝"" は『魔法少女まどか☆マギカ』のスピンオフ。魔法少女たちの物語を描く。今作はマギアレコードの展開を巡る作品。魔法少女とダーク、群像劇が特徴で、重厚な雰囲気。"
1464,primary,ja-JP,ID:INVADED イド:インヴェイデッド,"""ID:INVADED イド:インヴェイデッド"" は犯罪者の深層心理に潜って事件を解決する物語を描くオリジナルアニメ。井の中での鳴瓢秋人刑事の推理と追跡。SFと推理、心理が特徴で、緊迫した雰囲気。"
1465,primary,ja-JP,pet,"""pet"" は記憶を操る能力者の戦いを描くオリジナルアニメ。少年たちは追跡しながら心の中で冒険する。SFとサスペンス、群像劇が特徴で、独特の雰囲気。"
1466,primary,ja-JP,魔術士オーフェンはぐれ旅,"""魔術士オーフェンはぐれ旅"" は同名ライトノベルをアニメ化。魔術士オーフェンが師匠を探す旅に出る。ファンタジーと冒険、熱さが特徴で、オーフェンの力とくずぶりが魅力。"
1467,primary,ja-JP,痛いのは嫌なので防御力に極振りしたいと思います。,"""痛いのは嫌なので防御力に極振りしたいと思います。"" は同名ライトノベルをアニメ化。少女・メイプルはVRMMOで全振り防御にする。ゲームとライトアドベンチャー、コメディが特徴で、メイプルの破天荒な防御がコメディに満ちている。"
1468,primary,ja-JP,ネコぱら,"""ネコぱら"" は同名ゲームをアニメ化。水無月家の猫娘たちの日常を描く。猫カフェでの主人と猫娘たちの生活が温かい。可愛いペットと日常、癒しが特徴で、洗練された作画と明るい雰囲気。"
1469,primary,ja-JP,インフィニット・デンドログラム,"""インフィニット・デンドログラム"" は同名ライトノベルをアニメ化。少年・レイがVRMMOインフィニット・デンドログラムで冒険する。ゲームと冒険、群像劇が特徴で、華麗なバトルシーン。"
1470,primary,ja-JP,宝石商リチャード氏の謎鑑定,"""宝石商リチャード氏の謎鑑定"" は同名小説をアニメ化。宝石商リチャードと大学生・中田正義の出会い。宝石と日常、推理が特徴で、リチャードの鑑定と客たちの物語が魅力的。"
1471,primary,ja-JP,number24,"""number24"" は同名ゲームをアニメ化。大学ラグビー部の少年たちの物語。ラグビーと青春、群像劇が特徴で、若々しい雰囲気。"
1472,primary,ja-JP,SHOW BY ROCK!! ましゅまいれっしゅ!!,"""SHOW BY ROCK!! ましゅまいれっしゅ!!"" はシリーズの続編。バンド少女たちの物語が続く。今作は新バンドが登場。音楽と可愛いキャラクター、コメディが特徴で、心に響く演奏シーン。"
1473,primary,ja-JP,とある科学の超電磁砲T,"""とある科学の超電磁砲T"" はインデックスシリーズのスピンオフ。御坂美琴の戦いが続く。今作は美琴が学園都市で新たな挑戦に臨む。超能力とバトル、群像劇が特徴で、華麗なバトルシーン。"
1474,primary,ja-JP,八十亀ちゃんかんさつにっき 2さつめ,"""八十亀ちゃんかんさつにっき 2さつめ"" は第1期の続編。少年と名古屋の少女の日常が続く。今作も八十亀ちゃんの方言と文化が魅力。日常と地域文化が特徴で、短いエピソード。"
1475,primary,ja-JP,プランダラ,"""プランダラ"" は同名漫画をアニメ化。数字で支配される世界でのプランダラ・リヒトの冒険。冒険とバトル、熱さが特徴で、華麗なバトルシーン。"
1476,primary,ja-JP,理系が恋に落ちたので証明してみた。,"""理系が恋に落ちたので証明してみた。"" は同名漫画をアニメ化。理系の大学生たちが恋愛を科学的方法で証明しようとする。恋愛とコメディ、科学が特徴で、主人公たちの科学的な恋愛実験がコメディに満ちている。"
1477,primary,ja-JP,俺の隣に破壊神が座っている,"""俺の隣に破壊神が座っている"" は同名漫画をアニメ化。厨二病の少年の可笑しな日常。コメディと日常、ツッコミが特徴で、少年の厨二病行動がコメディに満ちている。"
1478,primary,ja-JP,織田シナモン信長,"""織田シナモン信長"" は同名漫画をアニメ化。犬に転生した戦国の武将たちの日常。コメディと日常、可愛いペットが特徴で、信長たちの犬生活がコメディに満ちている。"
1479,primary,ja-JP,異種族レビュアーズ,"""異種族レビュアーズ"" は同名漫画をアニメ化。異種族の風俗店での冒険者たちのレビュー。コメディと冒険、アダルトが特徴で、明るい雰囲気。"
1480,primary,ja-JP,ランウェイで笑って,"""ランウェイで笑って"" は同名漫画をアニメ化。小柄な少女・藤戸千雪がモデルを目指して努力する。ファッションと青春、感動が特徴で、千雪の成長とランウェイの夢が感動的。"
1481,primary,ja-JP,虚構推理,"""虚構推理"" は同名小説をアニメ化。奇妙な体質の少女・岩永琴子が怪談を推理で解決する。推理と怪談、群像劇が特徴で、琴子の作り話の推理が魅力的。"
1482,primary,ja-JP,異世界かるてっと,"""異世界かるてっと"" 第2期は第1期の続編。複数の異世界作品のキャラクターが集まる。今作も各作品の設定が衝突してコメディを生み出す。パロディとツッコミ、群像劇が特徴で、楽しい雰囲気。"
1483,primary,ja-JP,BanG Dream!,"""BanG Dream!"" 第3期はシリーズの続編。ガールズバンドの物語が続く。今作は少女たちが音楽の道で新たな挑戦とステージに臨む。音楽と青春、群像劇が特徴で、感動的な楽曲と心に響く演奏シーン。"
1484,primary,ja-JP,22/7,"""22/7"" はアイドルプロジェクトのアニメ。アイドルステージでの少女たちの物語を描く。今作は22/7のグループの成長を巡る作品。音楽とアイドル、群像劇が特徴で、華やかな楽曲とステージ演出。"
1485,primary,ja-JP,映像研には手を出すな!,"""映像研には手を出すな!"" は同名漫画をアニメ化。映像研でアニメを作る三人の少女の物語。創作と青春、群像劇が特徴で、少女たちの想像力と制作過程が魅力的。"
1486,primary,ja-JP,群れなせ! シートン学園,"""群れなせ! シートン学園"" は同名漫画をアニメ化。動物が共存する学園での少年の物語。コメディと日常、動物擬人化が特徴で、動物たちの学園生活がコメディに満ちている。"
1487,primary,ja-JP,奇幻☆怪盗,これは同名ライトノベルをアニメ化。マジシャンの少年・誠の物語。ファンタジーと恋愛、日常が特徴で、誠のマジックと少女たちとの掛け合いが魅力的。
1488,primary,ja-JP,地縛少年花子くん,"""地縛少年花子くん"" は同名漫画をアニメ化。七不思議の一人・花子くんと少女・寧々の物語。オカルトと恋愛、コメディが特徴で、花子くんと寧々の掛け合いがモエに満ちている。"
1489,primary,ja-JP,A3! SEASON SPRING & SUMMER,"""A3! SEASON SPRING & SUMMER"" は同名ゲームをアニメ化。劇団の主宰と少年たちの物語。舞台と青春、群像劇が特徴で、温かい雰囲気。"
1490,primary,ja-JP,ドロヘドロ,"""ドロヘドロ"" は林田球の同名漫画をアニメ化。ホールと魔法の世界での魔法使いと被害者の戦い。ダークと暴力、コメディが特徴で、インパクトのある映像。"
1491,primary,ja-JP,ソマリと森の神様,"""ソマリと森の神様"" は同名漫画をアニメ化。人間の少女ソマリと森の番人ゴーレムの旅。ファンタジーと癒し、家族愛が特徴で、ソマリとゴーレムの旅が温かく、繊細な映像。"
1492,primary,ja-JP,推しが武道館いってくれたら死ぬ,"""推しが武道館いってくれたら死ぬ"" は同名漫画をアニメ化。熱狂的なファン・えりぴよとアイドル・まいなの物語。アイドルと百合、日常が特徴で、えりぴよの熱狂的な応援がコメディに満ちている。"
1493,primary,ja-JP,空挺ドラゴンズ,"""空挺ドラゴンズ"" は同名漫画をアニメ化。船を操り竜を狩る少女たちの冒険。冒険とバトル、群像劇が特徴で、独特の雰囲気。"
1494,primary,ja-JP,ハイキュー!! TO THE TOP,"""ハイキュー!! TO THE TOP"" はシリーズの続編。烏野高校のバレーバトルが続く。今作は全国大会の激しい戦いが展開。バレーと熱さ、チームの成長が特徴で、息を呑む試合シーン。"
1495,primary,ja-JP,Re:ゼロから始める異世界生活,"""Re:ゼロから始める異世界生活"" 新編集版は『Re:ゼロ』のリメイク。ナツキ・スバルの物語を再構成した作品。今作は第1期のプロットを再編集。異世界とサスペンス、涙が特徴で、スバルの絶望と執念が感動的。"
1496,primary,ja-JP,斉木楠雄のΨ難 Ψ始動編,"""斉木楠雄のΨ難 Ψ始動編"" はシリーズの続編。超能力者・斉木楠雄の日常が続く。今作も楠雄は平穏な生活を望むが、絶え間ない騒動に悩まされる。コメディとツッコミ、超能力が特徴。"
1497,primary,ja-JP,Fate/kaleid liner プリズマ☆イリヤ プリズマ☆ファンタズム,"""Fate/kaleid liner プリズマ☆イリヤ プリズマ☆ファンタズム"" はFateシリーズのコメディアニメ。魔法少女たちの日常。今作はパロディと楽しさに焦点を当てた作品。魔法少女とFateの世界観、コメディが特徴。"
1498,primary,ja-JP,Rebirth,これはネットワーク世界での少年少女の物語を描く短編アニメ。ネットと恋愛、群像劇が特徴で、独特の雰囲気。
1499,primary,ja-JP,ヒーリングっど♥プリキュア,"""ヒーリングっど♥プリキュア"" はプリキュアシリーズのアニメ。癒しの力で戦う少女たち。今作は少女たちが敵と戦いながら成長する。魔法少女とバトル、日常が特徴で、華麗な変身とバトルシーン。"
1500,primary,ja-JP,外星人狙击战,これはエイリアン狙撃の物語を描く短編アニメ。SFとアクション、コメディが特徴で、短いエピソードと独特の雰囲気。
1501,primary,ja-JP,缘结熊本,これは熊本県の少女たちの物語を描く短編アニメ。熊本を舞台に、少女たちの出会いと絆が温かい。日常と癒し、地域文化が特徴で、爽やかな画風と静かな雰囲気。
1502,primary,ja-JP,ポケモン 薄明の翼,"""ポケモン 薄明の翼"" はポケモンの短編アニメ。ガラル地方の少年の物語を描く。ポケモンバトルの夢を中心に、少年の成長とパートナーたちとの絆が展開。冒険と青春、ポケモンが特徴で、洗練された作画。"
1503,primary,ja-JP,巨虫列島,"""巨虫列島"" は同名漫画をアニメ化。巨大昆虫がはびこる島での少女たちのサバイバル。生存とホラー、サスペンスが特徴で、緊迫した雰囲気。"
1504,primary,ja-JP,ストライク・ザ・ブラッド 消えた聖槍,"""ストライク・ザ・ブラッド 消えた聖槍"" は『ストライク・ザ・ブラッド』のOVA。暁古城と姫柊雪菜の戦い。今作は失われた聖槍を巡る作品。吸血鬼とバトル、ハーレムが特徴で、華麗なバトルシーン。"
1505,primary,ja-JP,ACCA13区監察課 Regards,"""ACCA13区監察課 Regards"" は『ACCA13区監察課』のOVA。ジーン・オータスの監察物語。今作は軽妙な日常に焦点を当てた作品。政治と日常、グルメが特徴で、落ち着いて優雅な雰囲気。"
1506,primary,ja-JP,薄暮,"""薄暮"" は福島の少年と少女の物語を描く映画アニメ。震災後の福島で、少年と少女の出会いが温かい。恋愛と癒し、日常が特徴で、繊細な映像と細やかな感情。"
1507,primary,ja-JP,ヴァイオレット・エヴァーガーデン 外伝 -永遠と自動手記人形-,"""ヴァイオレット・エヴァーガーデン 外伝 -永遠と自動手記人形-"" は『ヴァイオレット・エヴァーガーデン』のサイドストーリー映画。ヴァイオレットの物語。今作はヴァイオレットが新たな依頼を受け、代筆で温かさを伝える。癒しと成長、人間性が特徴で、極限まで美しい映像。"
1508,primary,ja-JP,APPARE-RANMAN!,"""APPARE-RANMAN!"" はカーレースでの少年たちの物語を描くオリジナルアニメ。天才エンジニア・ソラノと侍・青猫芝がカーレースの旅に出る。レースと熱さ、群像劇が特徴で、独特の画風。"
1509,primary,ja-JP,BNA,"""BNA"" はTRIGGERのオリジナルアニメ。少女と獣の物語を描く。獣人になった少女は獣人たちの抗争に巻き込まれる。バトルと群像劇、熱さが特徴で、活気あふれる画風。"
1510,primary,ja-JP,ぼくらの7日間戦争,"""ぼくらの7日間戦争"" は宗田理の同名小説をアニメ化した映画。少年たちが廃工場を拠点に七日間の戦争を仕掛ける。青春と反抗、冒険が特徴で、熱い雰囲気。"
1511,primary,ja-JP,サンタ・カンパニー,"""サンタ・カンパニー"" はサンタクロース会社の物語を描く映画アニメ。サンタクロース会社での少年の冒険。ファンタジーと冒険、癒しが特徴で、温かい画風。"
1512,primary,ja-JP,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,"""PSYCHO-PASS サイコパス 3 FIRST INSPECTOR"" はPSYCHO-PASSの映画。監視官と執行官の物語。今作はファーストインスペクターの真実を巡る作品。SFとサスペンス、群像劇が特徴で、重厚な雰囲気。"
1513,primary,ja-JP,映画 すみっコぐらし とびだす絵本とひみつのコ,"""映画 すみっコぐらし とびだす絵本とひみつのコ"" は『すみっコぐらし』の映画。コーナー生物たちの冒険。今作はすみっコたちの魔法の絵本での旅を巡る作品。可愛いキャラクターと癒し、冒険が特徴。"
1514,primary,ja-JP,イエスタデイをうたって,"""イエスタデイをうたって"" は同名漫画をアニメ化。街で暮らす若者たちの恋愛物語。恋愛と日常、群像劇が特徴で、落ち着いた雰囲気。"
1515,primary,ja-JP,HELLO WORLD,"""HELLO WORLD"" は仮想世界での少年の冒険を描く映画アニメ。少年・ナオミは未来の恋人を救うため仮想世界を旅する。SFと恋愛、冒険が特徴で、繊細な映像。"
1516,primary,ja-JP,空の青さを知る人よ,"""空の青さを知る人よ"" は少女とバンドの物語を描く映画アニメ。地方の街で、少女と若者たちの音楽と青春。恋愛と音楽、青春が特徴で、繊細な映像と細やかな感情。"
1517,primary,ja-JP,誰ガ為のアルケミスト,"""誰ガ為のアルケミスト"" は同名ゲームをアニメ化。錬金術の世界での少年たちの冒険を描く。ファンタジーと冒険、熱さが特徴で、華麗なバトルシーン。"
1518,primary,ja-JP,天気の子,"""天気の子"" は新海誠の映画アニメ。天気を変える力を持つ少女と少年の物語を描く。東京で帆高は天野陽菜と出会う。恋愛とファンタジー、成長が特徴で、極限まで美しい映像。"
1519,primary,ja-JP,ルパン三世 THE FIRST,"""ルパン三世 THE FIRST"" は『ルパン三世』の3DCG映画。怪盗ルパンの冒険。今作はルパンが謎の秘宝を巡って対決する。怪盗と冒険、コメディが特徴で、華麗な3DCG映像。"
1520,primary,ja-JP,劇場版 新幹線変形ロボ シンカリオン 未来からきた神速のALFA-X,"""劇場版 新幹線変形ロボ シンカリオン 未来からきた神速のALFA-X"" はシンカリオンシリーズの映画。少年たちの戦い。今作は未来から来たALFA-Xを巡る作品。メカバトルと熱さ、群像劇が特徴で、華麗なバトルシーン。"
1521,primary,ja-JP,八男って、それはないでしょう!,"""八男って、それはないでしょう!"" は同名ライトノベルをアニメ化。転生した少年・一宮が異世界で成長する。異世界とライトアドベンチャー、ハーレムが特徴で、一宮の力と冒険が見どころ。"
1522,primary,ja-JP,やはり俺の青春ラブコメはまちがっている。完,"""やはり俺の青春ラブコメはまちがっている。完"" は『俺ガイル』の最終章。比企谷八幡の青春物語が終わりを迎える。今作は奉仕部の少女たちとの関係が最終章を迎える。学園と恋愛、ツッコミが特徴。"
