bangumiId,kind,lang,title,content
782,primary,en-US,猫猫日本史 第二季,"""Neko Neko Nihonshi"" Season 2 continues the first season, telling Japanese history with cats anthropomorphized. Historical figures appear as cute cat characters; the work features history, comedy, and education, popularizing Japanese history in light daily life. With cute art and short episodes, it is both fun and educational, making it a history popularization work suitable for all ages."
783,primary,en-US,银之守墓人,"""Silver Guardian"" is a China-Japan co-production anime telling the story of grave keeper boy Lu Shuiyin. Shuiyin embarks on adventures in the game world; the work features games, battle, and passion, with gorgeous battle scenes. Shuiyin's growth and bonds run throughout, making it a co-production work."
784,primary,en-US,悠悠式 OVA,"""Yuyushiki"" OVA is an OVA of Yuyushiki; a side story of the daily life of the girls in the Information Processing Club. This work focuses on light daily life; the work features daily life, healing, and comedy, with cute art and a light atmosphere. The interactions between the girls are full of moe, making it a side story of the Yuyushiki series."
785,primary,en-US,商人之星的小比索,"This is a short anime telling the adventure of merchant boy Piso. Piso embarks on fun journeys through buying and selling; the work features merchants, adventure, and comedy, with cute art and short episodes, showcasing the fun of commerce in light daily life, making it a stress-relieving short anime."
786,primary,en-US,扩张少女系Trinary,"This is a short anime telling the battles between the girls and mysterious beings. The girls fight in an expanding world; the work features battle, sci-fi, and ensemble, with short episodes and a unique atmosphere, showcasing the girls' bonds in limited length, making it a novel-styled work."
787,primary,en-US,魔物娘的同居日常 OAD,"""Monster Musume no Iru Nichijou"" OAD is an OVA of Monster Musume; a side story of the cohabitation of Kimihito and the monster girls. This work focuses on light daily life; the work features monster girls, harem, and fan-service, with novel settings and abundant fan-service, making it an enjoyable harem work."
788,primary,en-US,结城友奈是勇者 -鹫尾须美之章- 第2章 魂,"""Yuki Yuna is a Hero: Washio Sumi Chapter - Chapter 2, Soul"" is a prequel movie of Yuki Yuna is a Hero; the story of Sumi Washio and her partners continues. This work depicts the battles and sacrifices of the heroes; the work features battle, tragedy, and healing, with a heavy atmosphere. The fates of the girls are moving, making it a movie of the Yuki Yuna series."
789,primary,en-US,青之驱魔师 OAD,"""Blue Exorcist"" OAD is an OVA of Blue Exorcist; a side story of Rin Okumura's daily life. This work focuses on light daily life; the work features exorcism, battle, and daily life, with a joyful atmosphere. The interactions between Rin and his partners are fun, making it a side story of the Blue Exorcist series."
790,primary,en-US,干物妹！小埋 OAD,"""Himouto! Umaru-chan"" OAD is an OVA of Himouto! Umaru-chan; a side story of Umaru's lazy girl daily life. This work focuses on light daily life; the work features daily life, comedy, and sibling love, with cute art and a light atmosphere. Umaru's slacker attitude is full of comedy, making it a side story of the Umaru series."
791,primary,en-US,游戏王VRAINS,"""Yu-Gi-Oh! VRAINS"" is a Yu-Gi-Oh! series anime telling the battles of the duelists in the network world. Boy Yusaku Fujiki duels in the network city; the work features cards, passion, and duels, with gorgeous duel scenes. Yusaku's growth and the secrets of the network run throughout, making it a new chapter of the Yu-Gi-Oh! series."
792,primary,en-US,浪漫冒险,"This is a short anime telling the romantic adventure of a boy and a girl. The work features romance, adventure, and daily life, with refined art and a warm atmosphere, showcasing the sweetness of love in short length, making it a light and healing short anime."
793,primary,en-US,在这世界的角落,"""In This Corner of the World"" is a movie anime telling the daily life of girl Suzu in Hiroshima during WWII. Suzu and her family rely on each other amid the war, depicting the cruelty of war and the warmth of life from a gentle perspective; the work features history, war, and humanity, with exquisite visuals. Suzu's resilience and warmth are moving, making it a stunning work."
794,primary,en-US,黑色五叶草 OAD,"""Black Clover"" OAD is an OVA of Black Clover; a side story of Asta and the Magic Knights. This work focuses on light daily life; the work features magic, passion, and ensemble, with a joyful atmosphere. The interactions between Asta and his partners are fun, making it a side story of the Black Clover series."
795,primary,en-US,相对世界,"This is an original anime telling the battles between the real world and the relative world. The boys embark on adventures in the interweaving of two worlds; the work features sci-fi, battle, and ensemble, with unique art and gorgeous battle scenes. The growth and bonds of the boys run throughout, making it a novel-styled work."
796,primary,en-US,特工次世代,"""Blame!"" adapts Tsutomu Nihei's same-name manga. In a huge city composed of strata, worker Killy embarks on an adventure to find the Net Terminal Genes. The work features sci-fi, post-apocalyptic, and suspense, with a cold atmosphere. Killy's journey through the dark city is full of mystery, making it a uniquely styled sci-fi work."
797,primary,en-US,亚人 -冲戟-,"""Ajin: Shotsu"" is the third movie of the Ajin series; the duel between Kei Nagai and Sato reaches its climax. This work the final conflict between Kei and Sato unfolds; the work features sci-fi, suspense, and action. The setting of the Ajin and the battle scenes are stunning, and the 3DCG expression is unique, making it a movie of the Ajin series."
798,primary,en-US,雏逻辑 〜from Luck ＆ Logic〜,"This is a short anime telling the daily life of the girls. The interactions between the girls at the academy are full of warmth; the work features daily life, healing, and comedy, with cute art and a light atmosphere, showcasing the girls' friendship in light daily life, making it a stress-relieving short anime."
799,primary,en-US,机动战士高达 暮光的阿克西斯,"""Mobile Suit Gundam: Twilight Axis"" is a Gundam series anime telling a secret operation around Axis. This work revolves around the wreckage of Neo Zeon; the work features mecha battles, suspense, and ensemble, with gorgeous battle scenes and tense plot development, making it a spin-off of the Gundam series."
800,primary,en-US,海螺小姐,"""Sazae-san"" is a classic long-running anime telling the daily life of the Isono family. The warm daily life of Sazae-san and her family and neighbors is full of human warmth; the work features daily life, family, and healing, with a warm atmosphere. It is a nationally beloved family anime that has accompanied countless viewers' growth."
801,primary,en-US,食戟之灵 OAD,"""Food Wars!"" OAD is an OVA of Food Wars; a side story of Soma Yukihira's cooking. This work focuses on light daily life; the work features food, passion, and competition, with mouth-watering depictions of cooking. The interactions between Soma and his partners are fun, making it a side story of the Food Wars series."
802,primary,en-US,偶像活动Stars 第二年,"""Aikatsu Stars!"" Year 2 continues the series; the idol life of the girls at Starlight Academy continues. This work the girls grow through new challenges; the work features gorgeous stage performances, fashion coordination, and girls chasing dreams, with infectious song and dance scenes, making it a classic girls' idol anime series."
803,primary,en-US,NEW GAME!!,"""NEW GAME!!"" is the second season of NEW GAME!; the workplace life of rookie game creator Aoba Suzukaze continues. This season Aoba and her seniors meet new challenges in game development; the work features workplace, daily life, and healing, with cute art and a warm atmosphere, vividly depicting the daily life of the game industry, making it a light and healing workplace work."
804,primary,en-US,战斗女子高校,"This adapts the same-name game, telling the battles of the battle high school girls. The girls train at the academy and fight mysterious enemies; the work features school, battle, and ensemble, with gorgeous battle scenes. The growth and bonds of the girls run throughout, making it a game adaptation."
805,primary,en-US,将国之天鹰星,"""Altair: A Record of Battles"" adapts the same-name manga. Young general Mahmut pursues peace in a war-torn world; the work features war, politics, and ensemble. Mahmut's wisdom and benevolence are charming, the war scenes are grand, and the characters' choices are full of tension, making it a hardcore war work."
806,primary,en-US,骑士&魔法,"""Knight's & Magic"" adapts the same-name light novel. Reincarnated boy Ernesti, who loves mecha, pilots magic machines in another world. The work features mecha battles, fantasy, and passion; Erni's obsession with mecha is a highlight, and the battle scenes are gorgeous, making it a powerful mecha work."
807,primary,en-US,舞动青春,"""Welcome to the Ballroom"" adapts the same-name manga. Boy Tatara Fujita comes into contact with ballroom dancing by chance and steps onto the path of dance from then on. The work features dance, youth, and passion; the dance scenes are full of tension, and Tatara's growth on the dance floor is moving, making it an excellent sports work of recent years."
808,primary,en-US,洁癖男子！青山君,"""Clean Freak! Aoyama-kun"" adapts the same-name manga. Genius soccer boy Aoyama-kun has a serious germaphobia and dislikes physical contact. The work features soccer, comedy, and daily life; the interactions between Aoyama-kun and his teammates are full of comedy, with a light atmosphere, making it a hilarious sports comedy."
809,primary,en-US,笨女孩,"""Aho-Girl"" adapts the same-name manga. Super stupid girl Yoshiko Hanabatake is only interested in bananas and the class representative. The work features comedy, daily life, and snark; Yoshiko's stupid behavior is hilarious, with brisk pacing and dense jokes, making it a comedy work that wins through absurdity."
810,primary,en-US,徒然喜欢你,"""Tsuredure Children"" adapts the same-name manga. From the perspective of multiple couples, it tells the love stories of high school students. The work features romance, ensemble, and comedy; the interactions of each couple are full of sweetness, with brisk pacing, showcasing the sweetness of love in light daily life, making it a heart-pounding romantic comedy."
811,primary,en-US,RWBY Volume 1-3: The Beginning,"""RWBY Volume 1-3: The Beginning"" is a compilation of the RWBY series, telling the story of the girls fighting the Grimm. This work reviews the plot of the previous seasons; the work features battle, ensemble, and fantasy, with gorgeous action scenes. The growth and bonds of the characters run throughout, making it a movie of the RWBY series."
812,primary,en-US,异世界食堂,"""Isekai Shokudou"" adapts the same-name light novel. The restaurant Nekoya that exists in another world opens to guests from another world every Saturday. The work features food, isekai, and episodic stories; the anime depicts the food stories of various otherworldly races warmly and interestingly, with each dish mouth-watering, making it a healing food work."
813,primary,en-US,第一次的辣妹,"""Hajimete no Gal"" adapts the same-name manga. Virgin high school student Junichi Hashiba confesses to gal Yame Yukana to get rid of his virginity. The work features romance, comedy, and fan-service; the interactions between Junichi and the gals are full of comedy, with a light atmosphere, making it a hilarious romantic comedy."
814,primary,en-US,欢迎来到实力至上主义的教室,"""Classroom of the Elite"" adapts the same-name light novel. At the merit-based Advanced Nurturing High School, student Kiyotaka Ayanokoji hides his abilities. The work features school, psychological battles, and ensemble; Ayanokoji's calmness and wisdom are charming, with a cool atmosphere and a plot full of psychological games, making it a hardcore school psychological battle work."
815,primary,en-US,GAMERS电玩咖,"""Gamers!"" adapts the same-name light novel. The romantic comedy between game lover Keita Amano and the girls of the game club. The work features games, romance, and misunderstandings; the characters' emotional entanglements are full of comedy, with brisk pacing, vividly depicting adolescent ambiguity and misunderstandings, making it a joyful romantic comedy."
816,primary,en-US,Fate/Apocrypha,"""Fate/Apocrypha"" is an anime of the Fate series, telling the story of the Great Holy Grail War. This work revolves around the Servants of the Red and Black factions; the encounter between Sieg and Jeanne runs throughout. The work features the Fate worldview, battle, and ensemble, with gorgeous battle scenes and powerful duels between Servants, making it a spin-off of the Fate series."
817,primary,en-US,Princess Principal,"""Princess Principal"" is an original anime telling the story of spy girls in a fictional London. Five girls carry out missions as spies; the work features spies, ensemble, and steampunk, with a cool and elegant atmosphere. The girls' missions and bonds are full of tension, making it a uniquely styled work."
818,primary,en-US,来自深渊,"""Made in Abyss"" adapts the same-name manga. In the cave of the abyss, girl Riko aims to become a cave raider and embarks on an adventure with robot boy Reg. The work features adventure, fantasy, and darkness; the mystery and cruelty of the abyss unfold layer by layer, with exquisite visuals. Riko and Reg's journey is stunning, making it a hardcore adventure masterpiece of recent years."
819,primary,en-US,活击 刀剑乱舞,"""Katsugeki/Touken Ranbu"" is a sword anthropomorphization anime telling the battles of the sword warriors against the historical revisionists. This work centers on serious battles, with the swords fighting to protect history; the work features sword anthropomorphization, battle, and passion, with gorgeous battle scenes. Each sword has its own charm, making it a powerful work."
820,primary,en-US,最游记 RELOAD BLAST,"""Saiyuki Reload Blast"" continues the series; the westward journey of Genjo Sanzo and his partners continues. This work Sanzo and his party face new enemies on the road; the work features fantasy, passion, and ensemble, with gorgeous art. The bonds between Sanzo, Goku, and the others run throughout, making it a sequel of the Saiyuki series."
821,primary,en-US,战姬绝唱SYMPHOGEAR AXZ,"""Symphogear AXZ"" is a series anime of Symphogear; the singers fight with the power of song. This work revolves around new enemies and equipment; the work features music, battle, and passion, with infectious songs and gorgeous battle scenes, making it a sequel of the Symphogear series."
822,primary,en-US,地狱少女 宵伽,"""Hell Girl: Yoi no Togi"" is a series anime of Hell Girl; hell girl Enma Ai continues to accept requests. This work revolves around new clients; the work features the supernatural, darkness, and episodic stories, with an eerie atmosphere. The setting of Ai sending people to hell is impactful, making it a sequel of the Hell Girl series."
823,primary,en-US,天使的3P!,"""Angel's 3Piece!"" adapts the same-name light novel. Hikikomori boy Hibiki Ryutoki serves as the producer of an elementary school band. The work features music, young girls, and daily life; the music activities of Hibiki and the girls are warm, with a light atmosphere and moving songs, making it a healing music work."
824,primary,en-US,狂赌之渊,"""Kakegurui"" adapts the same-name manga. At Hyakkaou Private Academy, where gambling is revered, transfer student Yumeko Jabami enjoys gambling. The work features gambling, psychological battles, and madness; Yumeko's gambling style is stunning, with exaggerated art and an eerie atmosphere. The plot twists are impactful, making it a uniquely styled work."
825,primary,en-US,妖怪公寓的优雅日常,"This is an anime adapting the same-name novel. High school student Yushi Inaba starts a new life in a haunted apartment and spends daily life with the spirits. The work features spirits, daily life, and healing; the interactions between Yushi and the spirits are warm, with a warm atmosphere, making it a healing daily work."
826,primary,en-US,恋爱禁止的世界,"""Love and Lies"" adapts the same-name manga. In a world where marriage partners are decided by the government, boy Yukari Nejima likes his childhood friend. The work features romance, sci-fi, and youth; Nejima's struggle between the system and his feelings is a highlight, with a stifling atmosphere, making it a romance work that reflects on society."
827,primary,en-US,冰海精灵之灯,"This is a short anime telling the story of the sea angels. In the Arctic sea, the encounter between a sea angel and a girl is dreamlike; the work features fantasy, healing, and nature, with exquisite visuals and a tranquil atmosphere, making it a short yet beautiful healing work."
828,primary,en-US,咕噜咕噜魔法阵,"""Magical Circle Guru Guru"" adapts the same-name manga. The adventures of hero Nike and magician girl Kukuri are full of comedy. The two cause various jokes on the road to defeat the Demon King; the work features fantasy, adventure, and comedy, with exaggerated performances and dense jokes, making it an adventurous work full of childlike fun."
829,primary,en-US,梵蒂冈奇迹调查官,"""Vatican Miracle Examiner"" adapts the same-name novel. At the Vatican, two priests investigate the authenticity of miracles. The work features religion, suspense, and deduction; the priests encounter various eerie incidents during their investigations, with a mysterious atmosphere and a plot full of mysteries, making it a uniquely styled deduction work."
830,primary,en-US,美男战国 穿越时空的爱恋,"This adapts the same-name game. A girl travels back in time to the Warring States period and falls in love with the warlords. The work features romance, time travel, and ensemble; the interactions between the girl and the warlords are romantic, with a gorgeous atmosphere, making it an otome anime."
831,primary,en-US,时间支配者,"""Chronos Ruler"" adapts the same-name manga. In a world where time is controlled, time hunter Victor and his partners hunt monsters that devour time. The work features fantasy, adventure, and passion; Victor's past and the truth of time unfold layer by layer, with gorgeous battle scenes, making it an imaginative work."
832,primary,en-US,裙子下的野兽,"This is a short adult-oriented anime telling the romance between a girl and an older man. The work features romance, adult themes, and daily life, with an ambiguous atmosphere and tense interactions, making it an adult-oriented romance work."
833,primary,en-US,暗芝居 第五季,"""Yami Shibai"" Season 5 is a horror short anime series, continuing to tell various ghost stories in paper theater format. The work is known for its nostalgic art style, grotesque plots, and thought-provokingly frightening atmosphere; each episode creates a strong sense of horror in just a few minutes, and the distorted urban legends send chills down viewers' spines, making it a must-see for horror anime fans."
834,primary,en-US,猜谜王,"""Nana Maru San Batsu"" adapts the same-name manga. Boy Shiki Koshiyama, who loves quizzes, engages in quiz competitions with his partners at the academy. The work features quizzes, competition, and passion; the anime depicts quiz matches as tense and exciting, with Shiki's quiz talent and teamwork as highlights, making it a unique competition work."
835,primary,en-US,捏造陷阱 -NTR-,"This adapts the same-name manga. Two girls each have boyfriends but secretly develop a relationship beyond friendship. The work features romance, yuri, and psychology, with an ambiguous and stifling atmosphere. The characters' emotional entanglements are full of tension, making it an adult-oriented romance work."
836,primary,en-US,跳水男孩,"""Dive!!"" adapts the same-name novel. Boy Tomoki Sakai joins a diving club with the goal of participating in the Olympics. The work features diving, sports, and passion; the diving scenes are beautiful, and Tomoki's growth through training is moving, making it a solid sports work."
837,primary,en-US,便利店男友,"""Convenience Store Boy Friends"" adapts the same-name project. With a convenience store as the stage, the romantic daily life of boys and girls. The work features romance, daily life, and ensemble, with a youthful atmosphere. The interactions between the characters are full of sweetness, making it a light and healing romance work."
838,primary,en-US,动作女主 水果应援团,"This is an original anime telling the battles of the girls as action heroines. The girls become idols while fighting to protect the city; the work features battle, idols, and ensemble, with a bright art style. The growth and bonds of the girls run throughout, making it a vibrant work."
839,primary,en-US,18if,"""18if"" adapts the same-name game, telling a boy's adventure in the dream world. The dream detective travels through the girls' dreams; the work features fantasy, suspense, and ensemble, with diverse episodic stories. The dream world settings are full of imagination, making it a uniquely styled work."
840,primary,en-US,独占我的英雄,"""Hitorijime My Hero"" adapts the same-name manga. The love story between delinquent Masahiro Setagawa and teacher Kousuke Ooshiba. The work features BL romance, daily life, and warmth; the emotional development between Masahiro and Kousuke is delicate and moving, with a warm atmosphere, making it an excellent BL anime."
841,primary,en-US,人马小姐不迷茫,"""Centaur no Nayami"" adapts the same-name manga. In a world where centaurs and other demi-humans coexist, the daily life of girl Kino Himeno. The work features daily life, ensemble, and fantasy, exploring topics of race and society. The interactions between Himeno and her partners are fun, making it a daily work with depth."
842,primary,en-US,带着智能手机闯荡异世界。,"""In Another World With My Smartphone"" adapts the same-name light novel. Boy Touya Mochizuki gains a smartphone after death and is reincarnated in another world. The work features isekai, harem, and light adventure; Touya's strength and harem life are highlights, with a light atmosphere, making it a standard isekai work."
843,primary,en-US,狐妖小红娘 日语版,"""Fox Spirit Matchmaker"" (Japanese dubbed version) is the Japanese dub of Fox Spirit Matchmaker, telling the past-life love stories between humans and spirits. The fox spirits of Tushan help the lovers of humans and spirits reincarnate and continue their bonds; the work features romance, fantasy, and episodic stories, with touching episodic tales, making it a classic Chinese animation."
844,primary,en-US,野良和皇女和流浪猫之心,"This adapts the same-name game. The funny daily life of boy Nara and witch Princess. The work features comedy, daily life, and witches, with cute art and short episodes, showcasing the interactions between the princess and the boy in light daily life, making it a stress-relieving short anime."
845,primary,en-US,电影 光之美少女 Dream Stars!,"""Eiga Pretty Cure Dream Stars!"" is a movie of the Pretty Cure series, with all the girls of the series gathering. This work the girls cooperate across works; the work features magical girls, battle, and ensemble, with gorgeous transformation and battle scenes. The bonds between the characters are warm and moving, making it a movie of the girls' magical girl anime."
846,primary,en-US,你的名字。,"""Your Name"" is Makoto Shinkai's movie anime. Boy Taki Tachibana and girl Mitsuha Miyamizu exchange bodies in dreams, unfolding a story that transcends time and space. The work features romance, fantasy, and fate; the visuals are beautiful to the extreme, and the journey of the two searching for each other is moving, making it a phenomenal animated film."
847,primary,en-US,黑执事 豪华客船篇,"""Black Butler: Book of the Atlantic"" is a movie of Black Butler; the adventure of Ciel and Sebastian on a luxury ocean liner. This work revolves around eerie incidents on the ship; the work features fantasy, suspense, and darkness, with an elegant and dark atmosphere. Sebastian's battle scenes are gorgeous, making it an important work of the Black Butler series."
848,primary,en-US,舰队Collection 剧场版,"""Kantai Collection: KanColle"" Movie is a movie of Fleet Collection; the battles and daily life of the ship girls. This work revolves around a new sea area and the threat of enemies; the work features ship girls, battle, and ensemble, with cute art. The bonds between the ship girls run throughout, making it a movie of the KanColle series."
849,primary,en-US,午睡公主～我不为人知的故事～,"""Napping Princess"" is a movie anime telling the adventure of girl Kokone Morikawa in her dreams. Kokone enters a dream world while napping, interwoven with a conspiracy in the real world; the work features sci-fi, adventure, and family, with exquisite visuals. Kokone's growth and family bonds are moving, making it a warm work."
850,primary,en-US,刀剑神域 序列之争,"""Sword Art Online: Ordinal Scale"" is a movie of Sword Art Online; the adventure of Kirito and his friends in the AR game Ordinal Scale. This work revolves around a new game and mysterious events; the work features sci-fi, battle, and bonds, with gorgeous battle scenes. The interactions between Kirito and Asuna are moving, making it a movie of the SAO series."
851,primary,en-US,剧场版 黑子的篮球 终极一战,"""Kuroko's Basketball Movie: Last Game"" is a movie of Kuroko's Basketball; the duel between Seirin and the world's strong teams. This work revolves around the final battle between Kuroko and Kagami; the work features basketball, passion, and competition, with gorgeous match scenes. The pinnacle duels of the characters are highlights, making it a movie of the Kuroko's Basketball series."
852,primary,en-US,数码宝贝大冒险 tri. 第五章「共生」,"""Digimon Adventure tri. Chapter 5: Symbiosis"" is the fifth chapter of the Digimon tri series; the adventure of the Chosen Children and Digimon continues. This work revolves around symbiosis and a new crisis; the growth of the children and their bonds with the Digimon are highlights. The work features adventure, friendship, and growth, making it a movie of the Digimon series."
853,primary,en-US,猫咪带来的圆圆的幸福,"This is a short anime telling the daily life of a cat and a girl. The interactions between the girl and the cat are full of healing; the work features cute pets, daily life, and healing, with soft cute art and a light atmosphere, making it a healing work that brightens the mood."
854,primary,en-US,怪物弹珠 第二季,"""Monster Strike"" Season 2 continues the first season; the bead battles of En Ren and his partners continue. This work new adventures and enemies appear; the work features adventure, battle, and passion, with gorgeous battle scenes. The growth and bonds of the characters run throughout, making it a game adaptation."
855,primary,en-US,恶魔城 第一季,"""Castlevania"" Season 1 adapts the same-name game, telling the battles between vampire hunter Trevor and Dracula. This work revolves around the mission of the Belmont family; the work features dark fantasy, battle, and suspense, with a dark atmosphere. The battle scenes are bloody and gorgeous, making it an excellent game adaptation."
856,primary,en-US,结城友奈是勇者 -鹫尾须美之章- 第3章 约定,"""Yuki Yuna is a Hero: Washio Sumi Chapter - Chapter 3, Promise"" is a prequel movie of Yuki Yuna is a Hero; the story of Sumi Washio and her partners reaches its conclusion. This work depicts the final choices and promises of the heroes; the work features battle, tragedy, and healing, with a heavy atmosphere. The fates of the girls are moving, making it a movie of the Yuki Yuna series."
857,primary,en-US,アイマリンプロジェクト Deep Blue Song,"This is a short anime telling the story of a virtual singer. Centering on the songs of a virtual idol, the work features music, idols, and sci-fi, with refined art and a unique atmosphere, showcasing the charm of the virtual singer through music, making it a novel-styled work."
858,primary,en-US,DAYS OAD,"""DAYS"" OAD is an OVA of DAYS; a side story of the soccer boys. This work focuses on light daily life; the work features soccer, passion, and youth, with a joyful atmosphere. The interactions between Tsukushi and his partners are fun, making it a side story of the DAYS series."
859,primary,en-US,反照者,"This is a short anime telling the battles of boys and girls with abilities. The boys embark on adventures with the power of reflection; the work features battle, sci-fi, and ensemble, with unique art and gorgeous battle scenes. The bonds between the characters run throughout, making it a novel-styled work."
860,primary,en-US,漫威未来复仇者,"""Marvel Future Avengers"" is a Marvel anime telling the battles of the boys who form the Future Avengers. This work revolves around the growth of young heroes; the work features heroes, battle, and ensemble, with gorgeous battle scenes. The growth and bonds of the characters run throughout, making it a Marvel animation."
861,primary,en-US,拳皇命运,"""The King of Fighters: Destiny"" adapts the same-name game, telling the battles of the fighters. The KOF fighters duel in a world championship; the work features fighting, passion, and ensemble, with gorgeous battle scenes. The grudges and bonds of the fighters run throughout, making it a game adaptation."
862,primary,en-US,终物语（下）,"""Owarimonogatari (Part 2)"" is a Monogatari series anime; the story of Araragi Koyomi reaches its conclusion. This work revolves around the final duel between Araragi and Oshino Ougi, with the mysteries of the series fully revealed. The work is known for its unique dialogue style, extreme visual expression, and profound themes, with Araragi's choices full of depth, making it an important chapter of the Monogatari series."
863,primary,en-US,无畏魔女 彼得堡大战略,"""Brave Witches"" (Petersburg Grand Strategy) is an OVA of Brave Witches; a battle side story of the 502nd Joint Fighter Wing. This work focuses on a light side story; the work features battle, yuri, and daily life, with a joyful atmosphere. The interactions between the girls are full of moe, making it a side story of the Strike Witches series."
864,primary,en-US,魔卡少女樱 透明牌篇 序幕 小樱与两人的小熊,"""Cardcaptor Sakura: Clear Card-hen - Prologue: Sakura and the Two Bears"" is a special of Cardcaptor Sakura; a prologue story before the Clear Card arc. This work focuses on warm daily life; the work features magic, daily life, and healing, with refined art and a warm atmosphere. Sakura's cuteness and magic are moving, making it a prelude of the Cardcaptor Sakura series."
865,primary,en-US,悠久持有者！OAD,"""UQ Holder!"" OAD is an OVA of UQ Holder; a side story of Touta and his partners. This work focuses on light daily life; the work features battle, fantasy, and ensemble, with a joyful atmosphere. The interactions between Touta and his partners are fun, making it a side story of the UQ Holder series."
866,primary,en-US,偶像大师 SideM,"""The IDOLM@STER SideM"" is an anime of the IDOLM@STER series, telling the story of the male idols. This work centers on the idols of 315 Production; the work features idols, music, and ensemble, with gorgeous songs and stage performances. Each character has its own charm, and the atmosphere is inspirational and warm, making it a male-oriented work of the IDOLM@STER series."
867,primary,en-US,如果有妹妹就好了。,"""A Sister's All You Need"" adapts the same-name light novel. The daily life of light novel author Nayuta Kani and his little-sister complex is full of comedy. The work features the light novel industry, snark, and daily life; the interactions between Nayuta and his partners are full of comedy, with a light atmosphere. The depiction of the industry is realistic and fun, making it a joyful work."
868,primary,en-US,Just Because!,"""Just Because!"" is an original anime telling the youth and love of third-year high school students. In the winter before graduation, transfer student Eita Izumi reunites with former classmates; the work features romance, youth, and ensemble, with a calm and delicate atmosphere. The characters' emotions are real and moving, making it a romance work full of realism."
869,primary,en-US,此花绮谭,"""Konohana Kitan"" adapts the same-name manga. At the hot spring inn Konohanatei, where humans and gods coexist, the story of girl Yuzu. The work features daily life, healing, and ensemble; the interactions between the girls of the inn and the guests are warm, with exquisite art and a tranquil atmosphere, making it a healing fantasy daily work."
870,primary,en-US,网络胜利组,"This adapts the same-name manga. 30-year-old leftover woman Moriko Morioka experiences love in an online game. The work features online games, romance, and daily life; the interactions of Moriko online and in the game are fun, with a light atmosphere, making it a daily work that brings knowing smiles."
871,primary,en-US,关于我女友是个一本正经的碧池这件事,"This is a short adult-oriented anime telling the romantic daily life of a high school student and his girlfriend. The work features romance, adult themes, and comedy, with a light and ambiguous atmosphere and tense interactions, making it an adult-oriented romance work."
872,primary,en-US,悠久持有者！,"""UQ Holder!"" adapts the same-name manga. Boy Touta Konoe embarks on adventures with his partners in a near-future world. The work features battle, fantasy, and passion; Touta's growth and the bonds with his partners run throughout, with gorgeous battle scenes, making it a standard fantasy battle work."
873,primary,en-US,战刻夜想曲,"""Sengoku Night Blood"" adapts the same-name game. The love story between a girl and the Warring States warlords. The girl meets the warlords in a war-torn world; the work features romance, the Warring States, and ensemble, with gorgeous art. The interactions between the characters are romantic, making it an otome anime."
874,primary,en-US,品酒要在成为夫妻后,"This adapts the same-name manga. The sweet daily life of a newlywed couple drinking at dinner. The husband is skilled at mixing drinks, while the wife cannot hold her liquor; the work features food, daily life, and romance, with a warm atmosphere. The interactions between the two are full of sweetness, making it a light healing work."
875,primary,en-US,偶像大师 灰姑娘女孩剧场 第二季,"""The IDOLM@STER Cinderella Girls Theater"" Season 2 continues the series; the Q-version daily life of the Cinderella Girls idols continues. The work features idols, comedy, and daily life, with cute art and short episodes, showcasing the idols' interactions in light daily life, making it a side story of the Cinderella Girls series."
876,primary,en-US,十二大战,"""Juni Taisen: Zodiac War"" adapts the same-name novel. Twelve warriors fight a life-and-death battle under the names of the twelve zodiac signs. The work features battle, ensemble, and darkness; the backstories of each warrior are interwoven, with a heavy atmosphere. The fates of the characters are impactful, making it a cold-styled work."
877,primary,en-US,少女终末旅行,"""Girls' Last Tour"" adapts the same-name manga. In a post-apocalyptic world of collapsed civilization, girls Chito and Yuuri travel in a tracked vehicle. The work features post-apocalypse, daily life, and philosophy; the girls' journey through the ruins is full of loneliness and warmth, with simple art and a tranquil atmosphere, making it a masterpiece that makes viewers think deeply."
878,primary,en-US,相亲对象是强硬的问题学生,"This is a short adult-oriented anime telling the romance between a girl and a problem student. The work features romance, adult themes, and daily life, with an ambiguous atmosphere and tense interactions, making it an adult-oriented romance work."
879,primary,en-US,LoveLive! Sunshine!! 第二季,"""Love Live! Sunshine!!"" Season 2 continues the first season; the idol activities of Uranohoshi Girls' High School continue. This season Chika and her partners meet new challenges on the path of idols; the work features music, chasing dreams, and ensemble, with moving songs and gorgeous stage performances. The friendship and dreams of the girls are moving, making it a classic idol anime series."
880,primary,en-US,奇诺之旅,"""Kino's Journey"" adapts Keiichi Sigsawa's novel. Traveler Kino and her talking motorcycle Hermes travel around the world. The work features travel, episodic stories, and philosophy; Kino's experiences in each country are full of allegory, with a calm atmosphere, making it a travel work full of intellectual debate."
881,primary,en-US,牙狼 VANISHING LINE,"""Garo: Vanishing Line"" is a Garo series anime; the battles of the Golden Knight and the Horrors continue. This work revolves around the growth of a new Golden Knight; the work features Japanese-style fantasy and gorgeous battles, with stunning battle scenes. The conviction of the Golden Knight is moving, making it a work of the Garo series."
882,primary,en-US,宝石之国,"""Land of the Lustrous"" adapts the same-name manga. In a world after humanity's extinction, the gem people fight the Moon People. Phosphophyllite gradually grows through battles; the work features sci-fi, battle, and philosophy, with refined 3DCG visuals. The growth of Phos and the fates of the gems are stunning, making it a masterpiece of recent years."
